asset_utilization	assets	book_value_per_share	cap_ex_percentage	cash_financing	cash_investing	cash_on_hand	cash_operations	current_ratio	debt_equity_ratio	expenses	free_cash_flow	gross_profit_margin	interest_expense_percentage	liabilities	long_term_debt	market_cap	net_income	period	price	price_to_book_value	quarter	retained_earnings_growth	return_on_equity	revenues	rownum	sga_percentage	shareholders_equity	symbol
0.7705	243.5300	4.9460	117.8571	0.5700	-3.8300	83.9100	4.4100	3.5748	0.3567	43.6400	3.0900	31.7755	0.0000	64.0300	0.0000	307.0134	1.0800	9/2009	8.4600	1.7105	Q3-2009	-4.3876	2.3790	44.7200	22	62.0690	179.4900	CRNT
0.6839	269.3700	4.9848	67.4897	-1.9200	-1.7700	85.2300	2.4900	2.8364	0.4890	51.2300	0.8500	33.9768	0.0000	88.4600	0.0000	426.0446	2.1300	12/2009	11.7400	2.3551	Q4-2009	-3.8592	2.0232	53.3600	23	55.8191	180.9000	CRNT
1.7227	17.9200	1.7622	33.3333	0.0200	-0.6600	5.3700	0.6500	5.3855	0.2142	7.1400	-0.0300	60.7059	1.4706	3.1600	0.0000	117.1800	1.3600	6/2000	14.0000	7.9444	Q2-2000	142.9003	32.0678	8.5000	0	54.0698	14.7500	CLRO
1.5085	22.4200	2.1379	5.3279	-0.0300	-1.8800	6.2100	2.7600	4.2599	0.2251	8.5000	2.6300	59.8205	0.4098	4.1200	0.0000	105.3736	1.5300	9/2000	12.3100	5.7581	Q3-2000	117.5000	28.3060	10.0300	1	51.5000	18.3000	CLRO
1.5670	23.6500	2.3322	13.6546	0.0900	-0.3300	5.7200	-0.2700	5.1922	0.1814	9.1100	-0.6100	59.5685	0.4016	3.6300	0.0000	100.8150	1.5500	12/2000	11.7500	5.0382	Q4-2000	103.8532	28.3858	10.6600	2	53.3858	20.0100	CLRO
1.6296	24.6500	2.5273	26.2745	0.0900	-0.6500	6.0400	0.8800	6.8030	0.1328	9.3800	0.2100	57.9235	0.3922	2.8900	0.0000	90.4050	1.6000	3/2001	10.5000	4.1546	Q1-2001	89.9851	27.7574	10.9800	3	49.2138	21.7600	CLRO
1.5339	27.5900	2.8389	15.4412	-0.2500	-0.2600	6.8500	1.3300	8.3870	0.1261	7.8400	1.1200	43.7559	0.7353	3.0900	0.0000	91.4780	2.8100	6/2001	10.6000	3.7338	Q2-2001	93.1592	30.5714	10.6500	4	59.8712	24.5000	CLRO
1.4552	29.9000	3.0197	17.1053	0.0800	-0.3900	7.9200	1.3700	7.0391	0.1474	9.8100	0.9800	59.0909	0.0000	3.8400	0.0000	156.7208	1.4100	9/2001	18.1600	6.0138	Q3-2001	77.0115	28.2809	11.2200	5	56.4103	26.0600	CLRO
0.7895	57.5400	5.9653	14.7679	23.9400	-6.8200	26.8000	1.7700	13.3387	0.1162	11.0900	1.4200	59.7774	0.0000	5.9900	0.0000	144.1152	1.4900	12/2001	16.6800	2.7962	Q4-2001	65.8866	14.1832	12.5800	6	53.7234	51.5400	CLRO
0.8406	57.8400	5.2805	14.2857	-0.0100	-0.4000	23.1600	-3.2200	12.7726	0.0781	12.1000	-3.6600	60.5505	0.3247	4.1900	0.0000	166.6240	2.0700	3/2002	16.4000	3.1058	Q1-2002	61.2903	14.5014	14.1700	7	50.1166	53.6500	CLRO
0.6806	80.1400	6.9455	44.4444	0.3200	-9.4300	14.2400	0.1800	6.4395	0.1235	14.1300	-1.3800	53.1684	0.0000	8.8100	0.0000	151.2771	2.4400	6/2002	14.7300	2.1208	Q2-2002	47.7141	10.3883	16.5700	8	53.0079	71.3300	CLRO
0.7139	78.8900	6.2818		-0.1600	-5.9700	5.4000	-2.7000	5.3453	0.1233	14.1600	-3.4300	42.6923		8.6600	0.0000	38.1238	-1.1600	9/2002	3.4100	0.5428	Q3-2002	28.5714	6.8916	13.0000	9	97.6577	70.2300	CLRO
	38.2400	2.4200	2.2989	0.0000	-0.2800	19.1800	0.5800	4.1259	0.2959	7.5400	0.5600	51.2605	0.0000	8.7300	0.0000	29.2560	1.9800	9/2005	2.4000	0.9917	Q3-2005			9.5200	10	73.3607	29.5000	CLRO
	38.6100	2.4487		0.0000	0.0400	19.5000	0.2800	4.1988	0.2931	9.5900	0.2300	48.9142		8.7500	0.0000	29.1341	0.0800	12/2005	2.3900	0.9760	Q4-2005			9.6700	11	68.9218	29.8500	CLRO
	39.6500	2.5144		0.0000	-1.2800	20.4800	0.4000	4.2235	0.2933	7.7400	0.3200	49.1546		8.9900	0.0000	43.8840	0.5400	3/2006	3.6000	1.4318	Q1-2006			8.2800	12	73.2187	30.6500	CLRO
0.8986	41.4000	2.4947		0.0000	-1.2900	21.7900	0.9000	3.6446	0.3614	10.2400	1.0600	47.8931		10.9900	0.0000	42.6650	-0.5100	6/2006	3.5000	1.4030	Q2-2006	-8.5854	6.8727	9.7300	13	67.5966	30.4100	CLRO
0.9181	40.4000	2.5660	14.5161	-0.0300	0.4700	22.2800	0.0500	4.2949	0.2916	8.7300	-0.0400	54.0914	0.0000	9.1200	0.0000	43.7621	0.6800	9/2006	3.5900	1.3990	Q3-2006	-3.5158	2.5256	9.4100	14	53.4381	31.2800	CLRO
0.9915	37.8500	2.2947	38.2114	-4.7000	3.5700	18.3400	1.2400	3.9016	0.3572	9.0300	0.7700	51.8299	0.0000	9.9600	0.0000	52.7310	1.0800	12/2006	4.3400	1.8914	Q4-2006	-7.9946	6.4204	10.1100	15	47.1374	27.8800	CLRO
0.9862	39.1400	2.5474	9.8214	-1.1100	-3.9900	21.9600	4.5700	3.9002	0.3876	8.1300	4.4600	55.1872	0.0000	10.9300	0.0000	71.7336	1.2200	3/2007	6.4800	2.5437	Q1-2007	-11.3043	8.7589	9.3500	16	53.4884	28.2000	CLRO
0.9708	41.0600	2.7943	8.8106	-0.1500	0.6900	22.6500	0.9200	4.1869	0.3490	8.7700	0.7200	60.4186	0.0000	10.6200	0.0000	51.1830	2.2200	6/2007	4.7000	1.6820	Q2-2007	-23.3005	17.0884	10.9900	17	44.1265	30.4300	CLRO
0.9338	42.7200	2.6819		-0.0400	-1.3700	23.6000	1.1300	3.4930	0.4560	10.3600	0.9800	54.4492		13.3800	0.0000	79.3150	-0.9200	9/2007	7.2500	2.7033	Q3-2007	-15.2675	12.2699	9.4400	18	87.3541	29.3400	CLRO
0.9752	41.6000	2.7917	12.1076	-1.0300	1.1600	22.6800	0.3900	4.1781	0.3731	9.0100	0.1200	59.0361	0.0000	11.3000	0.0000	58.8070	1.7800	12/2007	5.4200	1.9415	Q4-2007	-19.4660	14.1961	10.7900	19	43.4851	30.2900	CLRO
1.0192	39.6200	2.7174	18.7050	-1.6400	6.2900	9.3800	0.8900	2.9871	0.3598	8.1000	0.6300	62.4454	0.0000	10.4800	0.0000	50.9200	1.0600	3/2008	4.7500	1.7480	Q1-2008	-19.8658	14.2122	9.1600	20	49.3007	29.1300	CLRO
0.8973	44.3000	3.1234	500.0000	-0.9700	-5.3800	9.2400	1.1100	2.7769	0.3783	6.6200	1.0100	58.4942	0.0000	12.1600	0.0000	40.5426	3.7400	6/2008	3.9400	1.2614	Q2-2008	-31.2536	17.6105	10.3600	21	70.2970	32.1400	CLRO
1.0379	39.0900	2.9775	16.0428	-6.7500	4.8900	2.4300	0.2600	2.2393	0.4764	9.1300	-0.0400	64.6199	0.0000	12.6100	0.0000	41.8719	1.1300	9/2008	4.7100	1.5819	Q3-2008	-41.9706	29.1273	10.2600	22	45.8522	26.4700	CLRO
0.9876	40.2500	3.1699	38.3721	0.0000	3.1000	11.9400	-2.5000	3.6399	0.4283	9.3700	-2.8300	58.1745	0.0000	12.0700	0.0000	34.9377	0.6000	12/2008	3.9300	1.2398	Q4-2008	-39.4213	23.1725	9.9700	23	55.0000	28.1800	CLRO
0.9703	39.3700	3.2195	18.1818	0.1200	8.6400	11.7300	-0.1800	4.0237	0.3694	7.2700	-0.2600	52.5624	0.0000	10.6200	0.0000	26.7900	0.3400	3/2009	3.0000	0.9318	Q1-2009	-37.4759	20.2087	7.6100	24	45.2500	28.7500	CLRO
0.8543	40.8500	3.1892	720.0000	0.0000	-1.6100	11.9000	0.5000	2.6632	0.4340	7.4600	0.1400	55.8074	0.0000	12.3600	0.0000	25.8077	-0.4000	6/2009	2.8900	0.9062	Q2-2009	-13.9949	5.8638	7.0600	25	51.2690	28.4800	CLRO
1.3931	15.5700	1.0733						2.9921	0.2221	5.9100		34.0909	0.0000	2.8300		14.6001	0.2500	6/2008	1.2300	1.1460	Q2-2008	-2.1967	6.9859	6.1600	0	90.0000	12.7400	CLFD
1.3826	16.9900	1.1449						2.9164	0.2502	6.4400		35.0487	0.0000	3.4000		13.7692	0.7500	9/2008	1.1600	1.0132	Q3-2008	-3.8057	11.1847	7.1900	1	71.8254	13.5900	CLFD
1.5212	16.2500	1.1879	12.0000	-0.0100	3.2600	7.6000	0.0200	6.1838	0.1525	5.7100	-0.0100	33.8954	0.0000	2.1500	0.0100	12.3448	0.2200	12/2008	1.0400	0.8755	Q4-2008		9.5035	5.9300	2	89.5522	14.1000	CLFD
1.4703	16.6700	1.1943	0.0000	-0.0200	-4.8100	6.2100	0.3600	4.8762	0.1690	5.1000	0.3600	34.6080	0.0000	2.4100	0.0000	13.3728	0.1300	3/2009	1.1200	0.9378	Q1-2009		9.4670	5.2300	3	92.8177	14.2600	CLFD
1.4117	18.0700	1.2454	6.4516	-0.0100	-0.1300	6.2100	0.7900	3.8362	0.2152	6.5700	0.7500	37.4302	0.0000	3.2000	0.0000	23.8800	0.5900	6/2009	2.0000	1.6059	Q2-2009	-4.3134	11.3652	7.1600	4	79.8507	14.8700	CLFD
1.2214	20.4200	1.4941	28.2051	0.0600	-0.0400	6.8300	0.9200	4.3735	0.1446	3.7700	0.8100	35.8006	0.0000	2.5800	0.0000	53.1330	2.8500	9/2009	4.4500	2.9783	Q3-2009	-9.8386	21.2444	6.6200	5	84.3882	17.8400	CLFD
1.2116	101.6400	9.9571	33.9806	-1.1800	-1.0500	27.5600	4.3700	6.8625	0.1841	29.0300	3.3200	35.9859	1.6181	15.8000	2.9500	94.6476	2.2600	6/2008	10.9800	1.1027	Q2-2008	-1.9957	6.6410	31.2900	0	75.9325	85.8300	JCS
1.1647	105.3800	10.0754		-1.4300	0.2200	30.4200	4.2800	6.1348	0.2134	29.8900	4.5000	41.3709	0.9107	18.5300	2.8600	94.6476	2.7900	9/2008	10.9800	1.0898	Q3-2008	3.3220	7.7029	32.6800	1	61.3166	86.8500	JCS
1.2428	98.7300	9.7576	0.0000	-3.8500	0.0000	29.9500	3.5300	8.0089	0.1792	27.0400	3.5300	36.8180	2.6667	15.0000	2.7700	66.9240	1.3700	12/2008	7.8000	0.7994	Q4-2008	1.4464	7.8954	28.4100	2	107.3614	83.7200	JCS
1.2182	97.8000	10.1872	18.6528	-1.0300	-14.9900	27.9200	2.6000	9.0141	0.1593	25.5400	2.2400	36.5097	2.5907	13.4400	2.6800	63.1764	1.2200	3/2009	7.6300	0.7490	Q1-2009	3.6802	9.0575	26.7600	3	81.8833	84.3500	JCS
1.1303	103.0100	10.2338	63.4551	-1.0900	-1.8100	29.6000	6.1600	5.7433	0.2068	26.8300	4.2500	37.2638	1.6611	17.6500	2.5900	81.7320	1.7500	6/2009	9.8000	0.9576	Q2-2009	2.3957	8.3538	28.5800	4	73.9906	85.3500	JCS
1.0945	102.2000	10.2578	23.0114	-1.2100	-1.3100	32.8300	6.4600	6.0542	0.1946	26.2500	5.6500	38.6339	1.7045	16.6500	2.4900	97.4112	1.8600	9/2009	11.6800	1.1386	Q3-2009	0.6392	7.2472	28.1100	5	69.1529	85.5500	JCS
0.5272	126.0300	3.5361		39.8100	-46.1700	31.2100	8.4500	3.2453	1.1810	31.6000	8.2000	33.8956		68.2400	37.9000	104.3946	-6.1100	7/2000	6.3889	1.8068	Q3-2000	83.1224	-6.8190	25.4900	0	54.2824	57.7800	CMTL
0.7124	132.7000	4.6978	22.3270	-0.0800	-1.1600	35.7900	5.4100	3.0252	1.2172	37.8400	4.7000	32.8733	29.8742	72.8500	37.9000	87.7646	2.0100	10/2000	6.8889	1.4664	Q4-2000	58.6698	-4.1270	39.8500	1	47.0229	59.8500	CMTL
0.8708	130.8300	3.7745	7.4534	0.3200	-0.9500	34.6400	-0.7400	3.1656	1.1122	31.2400	-0.9800	38.2060	28.5714	68.8900	35.8000	130.3692	1.8700	1/2001	7.9445	2.1048	Q1-2001	35.5932	-2.0342	33.1100	2	49.0909	61.9400	CMTL
0.8951	146.1000	3.8462	46.0317	10.1200	4.8900	36.6400	6.2400	2.9558	1.2827	30.7900	5.0800	38.1807	37.6984	82.0900	45.8000	95.6983	1.5300	4/2001	5.7511	1.4953	Q2-2001	27.6265	-1.0938	32.3200	3	45.7050	64.0000	CMTL
0.9248	146.9800	3.9281	39.2857	-2.4200	8.0900	36.2000	-6.1100	2.8132	1.2419	29.3400	-6.7700	34.2904	70.8333	81.4200	42.0000	107.9292	1.3100	7/2001	6.4667	1.6463	Q3-2001	-77.3041	10.2502	30.6500	4	44.6242	65.5600	CMTL
1.0040	126.6200	3.9904	90.2098	-19.4000	-1.3900	16.7100	1.3100	2.8708	0.9011	30.1500	0.0200	34.7826	67.8322	60.0100	28.6800	100.1400	0.9000	10/2001	6.0000	1.5036	Q4-2001	-83.9820	8.4234	31.0500	5	51.5741	66.6000	CMTL
0.9930	125.4200	3.9952	185.7143	-0.1800	-0.2700	21.3500	5.0800	2.9975	0.8751	30.3700	4.8200	29.8493	492.8571	58.5300	28.6800	82.9551	0.1500	1/2002	4.9555	1.2404	Q1-2002	-80.8333	5.8164	30.5200	6	58.1778	66.8800	CMTL
0.9493	127.9700	4.0113	137.2881	-0.1100	-0.8600	21.5300	1.1600	2.8666	0.8978	28.8500	0.3500	33.8004	118.6441	60.5400	28.6800	80.4644	0.4100	4/2002	4.7867	1.1933	Q2-2002	-84.4512	4.1080	29.2600	7	55.9151	67.4300	CMTL
0.9429	126.5800	3.9929		-0.1700	-7.7000	15.5100	1.8400	2.7628	0.8812	28.8300	1.1200	37.7630		59.2900	28.6800	69.8719	-0.3100	7/2002	4.1467	1.0385	Q3-2002	-58.3756	1.7093	28.5200	8	56.7317	67.2800	CMTL
0.9141	130.8000	4.0349	74.3590	-0.2100	-0.9400	20.3700	6.0200	2.6077	0.9182	30.4700	5.1500	37.3201	58.9744	62.6100	28.6800	55.5824	0.8000	10/2002	3.2889	0.8151	Q4-2002	-98.1308	1.5398	31.2700	9	54.1560	68.1900	CMTL
0.9535	137.7800	4.1547	36.0294	-0.0100	-0.4300	27.3000	7.3700	2.3348	0.9575	40.4800	6.3900	31.9868	25.0000	67.3900	26.7000	84.7000	1.8500	1/2003	5.0000	1.2035	Q1-2003	-297.8261	3.9074	42.3300	10	47.0458	70.3800	CMTL
1.0150	148.6400	4.3490	23.5294	-0.1300	-1.6500	35.5400	5.7600	2.1921	1.0080	45.2800	4.5600	33.8256	13.3333	74.6100	26.7000	109.7603	3.4700	4/2003	6.4489	1.4828	Q2-2003	-1137.2549	7.8492	48.7500	11	44.0873	74.0200	CMTL
1.0595	164.2500	6.8468	23.8636	10.9300	-1.2600	52.9000	7.6500	2.6165	0.3971	48.0900	6.3900	34.8491	14.2045	46.6800	0.0000	206.8418	3.5900	7/2003	12.0467	1.7595	Q3-2003	-1182.9268	8.2596	51.6800	12	44.8640	117.5600	CMTL
1.1543	172.4500	5.9350	14.5735	0.6400	-1.2300	53.8800	1.5700	2.7063	0.3882	50.5600	0.3400	37.2647	0.2370	48.2200	0.0000	410.9250	5.7400	10/2003	19.6333	3.3080	Q4-2003	-73200.0000	11.7936	56.3000	13	40.8484	124.2200	CMTL
0.7448	286.6800	0.0000	15.4545	101.6300	-1.1900	152.4200	-1.8200			51.5500	-3.0100	36.2916	0.6494	0.0000	0.0000	451.8891	5.2400	1/2004	21.4267		Q1-2004	-100.0000		56.7900	14	42.6977	0.0000	CMTL
0.7288	296.4000	6.3856	26.7525	-0.0700	-1.8700	157.0100	6.5400	4.5414	1.1771	46.4900	4.6700	40.2030	9.5851	160.2500	105.0000	229.9724	4.7500	4/2004	10.7867	1.6892	Q2-2004	365.4064	14.1913	51.2400	15	42.5728	136.1400	CMTL
0.7291	306.3900	6.6756	25.6696	-0.0300	-7.4800	167.3400	17.9800	4.5178	1.1517	52.9700	15.6800	42.9055	7.5893	163.9900	0.0000	282.9787	6.0900	7/2004	13.2667	1.9873	Q3-2004	245.8333	15.3241	59.0600	16	38.9503	142.3900	CMTL
0.7052	316.5000	7.0159	17.2115	0.2400	-1.7900	184.1800	20.3300	4.4816	1.1129	49.0400	18.5400	48.3250	6.3462	166.7000	0.0000	390.1350	7.0800	10/2004	18.2733	2.6045	Q4-2004	158.4131	15.4616	56.1200	17	41.3717	149.7900	CMTL
0.7154	341.7800	7.5233	10.5544	1.0400	-1.5800	202.7800	20.2100	4.0071	1.1150	67.9100	18.6300	41.3497	4.4088	180.1800	0.0000	470.2681	10.1800	1/2005	21.8933	2.9101	Q1-2005		17.3886	78.0900	18	37.2561	161.6000	CMTL
0.7606	353.2400	7.8707	27.8075	0.4300	-5.9300	206.2900	9.0000	4.1493	1.0720	67.0200	5.8800	39.0901	5.8824	182.7600	0.0000	760.4826	8.3700	4/2005	35.1100	4.4608	Q2-2005	128.8383	18.6063	75.3900	19	43.6037	170.4800	CMTL
0.8052	382.4000	9.0525	34.2230	5.6900	-3.0400	215.4400	6.5100	4.4237	0.9448	87.2700	0.7400	39.1495	4.0925	185.7700	0.0000	767.8020	11.0200	7/2005	35.3500	3.9050	Q3-2005	119.3422	18.6400	98.2900	20	40.8264	196.6200	CMTL
0.8798	407.2800	9.3052	16.2479	1.4500	-3.0200	221.0400	7.2000	4.1378	0.9306	95.1100	4.2900	37.7217	3.7409	196.3200	0.0000	869.6212	11.4600	10/2005	38.3600	4.1224	Q4-2005	108.6554	19.4501	106.5700	21	39.9005	210.9500	CMTL
0.9010	417.3100	9.9991	8.5771	1.3200	-1.8200	219.6800	-0.8800	4.6463	0.8369	82.4400	-2.6100	42.9183	3.3218	190.1300	0.3000	723.6320	13.3000	1/2006	31.8500	3.1853	Q1-2006	92.0976	19.4339	95.7400	22	38.4522	227.1800	CMTL
0.9027	431.6000	10.4941	21.8051	1.8200	-3.0100	221.4400	2.9700	4.7192	0.8046	80.2800	-0.0500	38.4382	4.8375	192.4300	0.2700	648.3755	8.7200	4/2006	28.4500	2.7111	Q2-2006	79.0025	18.6068	89.0000	23	45.0453	239.1600	CMTL
0.8600	455.2600	11.1411	25.1213	1.7700	-5.6700	252.5900	35.0400	4.4538	0.7907	88.4300	30.3800	43.7082	3.6119	201.0200	0.0000	633.4832	11.7800	7/2006	27.7600	2.4917	Q3-2006	67.2061	17.8021	100.2100	24	45.2511	254.2400	CMTL
0.8272	461.8400	11.7630	15.8648	2.5600	-4.9600	246.5600	-3.6200	4.9797	0.7138	86.2400	-6.3900	40.5584	3.9519	192.3500	0.2100	816.7415	10.8300	10/2006	35.6500	3.0307	Q4-2006	56.6155	16.5609	97.0700	25	42.1133	269.4900	CMTL
0.8251	481.9400	12.6373	8.0956	2.3300	-2.5200	266.2100	20.8300	5.3843	0.6523	93.2100	18.7300	44.7567	2.5829	190.2600	0.1700	830.8800	18.1700	1/2007	36.0000	2.8487	Q1-2007	53.7284	16.9712	111.3800	26	36.6098	291.6700	CMTL
0.8299	515.8200	13.5391	10.4383	0.6600	-4.1300	310.9700	48.2300	5.0262	0.6457	100.2900	45.4200	43.1837	2.5260	202.3900	0.0000	876.2275	19.1300	4/2007	37.8500	2.7956	Q2-2007	59.4051	19.1143	119.4200	27	36.1063	313.4300	CMTL
0.8011	556.3400	14.8970	16.8393	12.5700	-4.4400	342.9000	23.7900	5.0726	0.6090	100.7200	19.4000	44.5633	2.6467	210.5700	0.0000	1008.9387	17.0900	7/2007	43.4700	2.9180	Q3-2007	57.8975	18.8628	117.8100	28	37.8286	345.7600	CMTL
0.8032	577.3000	15.2908	14.1392	3.8500	-3.6300	333.3900	-9.7300	5.4575	0.5731	100.3700	-12.9000	43.8641	2.9884	210.3200	0.0700	1302.0000	14.6900	10/2007	54.2500	3.5479	Q4-2007	55.9533	18.8239	115.0600	29	40.4002	366.9800	CMTL
0.8248	611.4600	16.5264	8.2583	1.9900	-3.2100	340.9300	8.7700	5.5840	0.5397	126.5600	5.5600	43.6230	1.7237	214.3300	0.0000	1076.5440	25.4700	1/2008	44.8000	2.7108	Q1-2008	53.9293	19.2330	152.0300	30	32.1170	397.1300	CMTL
0.8379	624.1400	17.3358	11.2177	0.4400	-3.3900	361.0800	23.0900	5.8133	0.4871	118.7600	19.7000	43.8401	2.1840	204.4300	0.0000	937.6533	19.3100	4/2008	38.7300	2.2341	Q2-2008	47.6176	18.2416	138.0700	31	36.3952	419.7000	CMTL
0.8140	653.1200	18.2598	16.0915	3.5500	-10.2200	410.0600	55.6400	5.9673	0.4750	109.5000	51.3500	45.5602	2.5506	210.3100	0.0000	1191.4025	16.9700	7/2008	49.1300	2.6906	Q3-2008	42.9825	17.2629	126.4700	32	38.5977	442.8000	CMTL
0.8511	714.9300	19.4280	12.4144	8.4300	-209.6800	211.4700	2.6500	4.4225	0.5014	169.5400	-1.8800	45.3181	1.8087	238.7500	0.0000	1186.7742	22.3700	10/2008	48.4200	2.4923	Q4-2008	43.6844	17.6656	191.9100	33	33.3103	476.1800	CMTL
0.8373	717.0100	19.9721	17.3298	2.5100	-3.4800	232.2000	21.7100	5.2430	0.4505	131.0500	18.4000	41.3302	3.7173	222.7000	0.0000	960.3000	12.8400	1/2009	38.8000	1.9427	Q1-2009	32.7875	14.4626	143.8900	34	43.6523	494.3100	CMTL
0.8152	724.7100	22.0533	22.3469	0.4500	-2.7300	255.1800	25.2500	5.5903	0.1682	120.3700	22.6600	36.9535	0.3451	104.3400	0.0000	941.5111	8.1700	4/2009	33.4700	1.5177	Q2-2009	25.4309	9.7282	128.5400	35	48.5474	620.3600	CMTL
0.6247	938.6700	22.3488	32.7605	194.4000	-3.0500	485.4500	38.9200	7.4476	0.4920	115.8500	35.8700	38.4823	18.7970	309.5400	0.0000	897.1405	6.1800	7/2009	31.8700	1.4260	Q3-2009	19.4864	7.8777	122.0300	36	47.2317	629.1200	CMTL
0.5517	957.5100	22.7134	9.2215	1.1100	0.4600	500.0500	13.0200	7.1617	0.4933	124.7900	11.8000	37.1918	14.8148	316.3000	0.0000	906.7476	9.0300	10/2009	32.1200	1.4141	Q4-2009	8.3860	5.6488	133.8200	37	43.6207	641.2000	CMTL
1.6654	15.8700	1.6820	37.5000	0.8400	-0.0300	0.2200	-1.2000	1.3202	1.8855	7.8900	-1.2300	37.5157	150.0000	10.3700	0.0000	6.6424	0.0800	6/2000	2.0313	1.2077	Q2-2000	7.6923	-9.6364	7.9700	0	73.9130	5.5000	TBUS
1.7577	15.5200	1.6697		-1.0700	0.0300	0.1000	1.1700	1.3303	1.8407	7.3200	1.2000	36.6216	175.0000	10.0500	0.0000	8.5838	0.0800	9/2000	2.6250	1.5721	Q3-2000	10.1770	-12.6374	7.4000	1	70.1107	5.4600	TBUS
1.6768	17.8200	1.7125	118.7500	2.0700	-0.1900	0.1200	-1.8500	1.2703	2.1804	9.3500	-2.0400	34.4900	106.2500	12.2100	0.0000	5.1094	0.1600	12/2000	1.5625	0.9124	Q4-2000	3.9773	-4.8214	9.5100	2	73.7805	5.6000	TBUS
2.0423	15.6000	1.6606		-1.4300	-0.0800	0.0800	1.5500	1.2960	1.8729	7.0200	1.4700	36.6762		10.1700	0.0000	5.3138	-0.0400	3/2001	1.6250	0.9786	Q1-2001	-3.5340	5.1565	6.9800	3	75.3906	5.4300	TBUS
1.1403	28.3700	2.0550		7.1100	-5.3400	1.1900	-0.6800	1.2567	3.2217	8.2600	-0.6500	38.1797	38.4615	21.6500	6.4800	7.0959	0.2000	6/2001	2.1700	1.0559	Q2-2001	-5.1587	5.9524	8.4600	4	69.3498	6.7200	TBUS
1.2349	28.8600	1.7919	183.3333	-0.5100	-0.3200	0.3200	0.0700	1.2419	3.3514	10.6500	-0.0400	37.6988	433.3333	22.2200	6.6200	8.1400	0.0400	9/2001	2.2000	1.2278	Q3-2001	-4.6854	5.4299	10.6900	5	71.7122	6.6300	TBUS
1.2916	28.8100	1.8243		-1.2900	0.2100	0.5100	1.1800	1.7578	3.2667	11.1700	0.9100	36.1011		22.0500	11.6000	8.8800	-0.0900	12/2001	2.4000	1.3156	Q4-2001	-1.5027	1.6296	11.0800	6	92.2500	6.7500	TBUS
1.3508	28.7600	1.6757		0.2700	-0.1600	0.4100	-0.2000	1.6739	3.6387	9.3400	-0.3600	35.7309		22.5600	11.7300	12.7650	-0.7200	3/2002	3.4500	2.0589	Q1-2002	7.5984	-9.1935	8.6200	7	91.5584	6.2000	TBUS
1.3738	31.1700	1.9216		-0.1900	0.1300	0.2600	0.2300	1.7005	3.3840	11.9900	0.3600	37.4899	67.5000	24.0600	12.5100	11.1000	0.4400	6/2002	3.0000	1.5612	Q2-2002	4.4630	-4.6414	12.4300	8	69.5279	7.1100	TBUS
1.4085	30.6500	1.8541		0.9700	-0.0600	0.4100	-0.8200	1.1923	3.4665	11.3200	-0.8800	33.8768		23.7800	7.7600	8.5100	-0.2800	9/2002	2.3000	1.2405	Q3-2002	9.2697	-9.4752	11.0400	9	85.2941	6.8600	TBUS
1.3520	33.3800	1.9789	121.1538	0.7100	-0.8900	0.5000	-0.1100	1.1300	3.4388	12.6700	-0.7400	36.7331	61.5385	25.8600	7.7300	9.1200	0.3700	12/2002	2.4000	1.2128	Q4-2002	2.4965	-2.5266	13.0400	10	79.3319	7.5200	TBUS
1.4435	32.8500	1.9842		-0.8000	-0.2600	0.1300	0.7600	1.1033	3.3568	11.0700	0.5900	39.7800		25.3100	7.5800	9.5000	-0.1600	3/2003	2.5000	1.2599	Q1-2003	-4.6658	4.9072	10.9100	11	82.0276	7.5400	TBUS
1.4293	33.2400	2.4026	36.1702	0.6700	-0.4700	0.1300	0.6100	1.1284	2.6407	12.2600	0.4400	39.9361	59.5745	24.1100	7.1100	10.1764	0.2600	6/2003	2.6780	1.1146	Q2-2003	-2.5367	2.0811	12.5200	12	76.6000	9.1300	TBUS
1.4267	33.0000	2.6624	31.5789	0.1800	0.1700	0.4400	-0.5000	1.6157	2.1459	10.4400	-0.6200	40.9991	63.1579	22.5100	11.0400	10.3622	0.1700	9/2003	2.6300	0.9878	Q3-2003	-8.3548	6.1010	10.6100	13	82.5287	10.4900	TBUS
1.2741	34.5500	2.8503						1.1433	2.0766	11.5500		35.6713		23.3200	6.6400	10.7956	-1.5700	12/2003	2.7400	0.9613	Q4-2003	27.1989	-11.5761	9.9800	14	-250.8427	11.2300	TBUS
1.2500	36.2000	2.7995	103.7037	1.5600	-0.3500	0.1900	-1.8500	1.1280	2.2820	11.9700	-2.1300	41.8451	85.1852	25.1700	6.2800	9.5348	0.1700	3/2004	2.4200	0.8644	Q1-2004	22.0899	-8.7942	12.1400	15	73.8189	11.0300	TBUS
1.1906	37.3600	2.7016		2.3400	0.2800	0.9700	-1.2700	1.4206	0.8096	11.7500	-1.2400	42.8085		16.7100	0.8300	52.9452	0.0000	6/2004	6.9300	2.5652	Q2-2004	22.6027	-5.9593	11.7500	16	90.4573	20.6400	TBUS
1.2348	36.7500	2.4702	422.2222	0.8500	-1.0100	0.5500	-0.9200	1.4062	0.8116	12.0800	-1.6800	41.4422	83.3333	16.4600	0.6900	39.6543	-0.5700	9/2004	4.8300	1.9553	Q3-2004	37.8682	-9.7140	11.5100	17	84.0671	20.2800	TBUS
