asset_utilization	assets	book_value_per_share	cap_ex_percentage	cash_financing	cash_investing	cash_on_hand	cash_operations	current_ratio	debt_equity_ratio	expenses	free_cash_flow	gross_profit_margin	interest_expense_percentage	liabilities	long_term_debt	market_cap	net_income	period	price	price_to_book_value	quarter	retained_earnings_growth	return_on_equity	revenues	rownum	sga_percentage	shareholders_equity	symbol
1.4620	29.2400	2.8457	2733.3333	0.9100	-1.6500	0.2000	0.8600	3.2076	0.4406	10.3400	-0.7800	26.3462	233.3333	8.9400	3.1800	18.8945	0.0600	2/2003	2.6500	0.9312	Q1-2003	-5.6236	3.7950	10.4000	1	65.3285	20.2900	RFMI
1.7483	24.6700	2.3264		-1.3100	-0.7600	0.2300	2.1000	2.3101	0.4790	14.5200	1.3400	3.6969		7.9900	1.4700	22.2270	-3.7000	5/2003	3.1000	1.3326	Q2-2003	26.7925	-21.2830	10.8200	2	477.5000	16.6800	RFMI
1.7301	24.8200	2.4114		-0.1200	-0.2400	0.2100	0.3400	2.3783	0.4355	10.8400	2.8300	28.3138	111.5385	7.5300	0.8900	53.7750	0.2500	8/2003	7.5000	3.1102	Q3-2003	25.3788	-19.3175	11.0900	3	61.7834	17.2900	RFMI
1.7793	24.4200	2.4923	57.5000	-1.7400	-0.2400	0.1500	1.9200	2.8124	0.3665	10.7400	1.6900	29.6230	27.5000	6.5500	0.8600	63.3828	0.4000	11/2003	8.8400	3.5469	Q4-2003	22.7376	-16.7320	11.1400	4	60.0000	17.8700	RFMI
1.8127	24.4500	2.6421	33.3333	-0.7400	-0.1600	0.3000	1.0600	3.6000	0.2400	10.7900	0.9000	31.8545	10.4167	4.7300	0.0800	76.8455	0.4800	2/2004	10.3010	3.8988	Q1-2004	19.6333	-13.0391	11.2700	5	57.9387	19.7100	RFMI
1.7959	26.2100	2.7061		0.2200	0.0900	0.7300	0.1200	3.6356	0.2595	12.7800	0.2300	32.5718	5.0633	5.4000	0.0600	73.1319	0.7900	5/2004	9.5100	3.5143	Q2-2004	-11.4881	9.2263	13.5700	6	50.2262	20.8100	RFMI
1.8121	26.7700	2.8217	25.8621	0.2400	-0.1900	2.7100	1.9300	4.1624	0.2253	11.9700	1.7800	32.0830	10.3448	4.9200	0.0000	54.7992	0.5600	8/2004	7.0800	2.5091	Q3-2004	-13.5347	10.2106	12.5300	7	53.2338	21.8400	RFMI
1.8110	27.3500	2.8528	28.5714	-0.0100	-0.2000	3.1000	0.6000	4.1992	0.2276	11.7500	0.4800	29.5230	4.7619	5.0700	0.0000	73.5702	0.4100	11/2004	9.4200	3.3021	Q4-2004	-13.8786	10.0539	12.1600	8	58.2173	22.2800	RFMI
1.8400	27.6900	2.9118	145.4545	0.2100	-0.4000	4.6700	1.7600	4.4118	0.2161	12.5500	1.4400	26.7928	9.0909	4.9200	0.0000	54.7400	0.1400	2/2005	7.0000	2.4040	Q1-2005	-12.6437	8.3443	12.6900	9	60.5882	22.7700	RFMI
1.7213	28.2700	2.9072		0.0100	-0.6200	5.2600	1.1900	4.0873	0.2351	11.2200	0.6100	27.9255		5.3800	0.0000	49.6597	0.0600	5/2005	6.3100	2.1704	Q2-2005	-8.4062	5.1136	11.2800	10	64.7619	22.8800	RFMI
1.7111	27.8300	2.9314		0.4300	-0.5600	5.4500	0.3200	4.6135	0.2063	11.6900	-0.1700	26.6319		4.7600	0.0000	49.8958	-0.2000	8/2005	6.3400	2.1628	Q3-2005	-3.4242	1.7772	11.4900	11	70.2614	23.0700	RFMI
1.6452	29.0300	2.9170		-0.0300	-0.6000	5.7700	0.9600	3.9189	0.2518	12.3500	0.4500	26.9106		5.8400	0.0000	44.3610	-0.0500	11/2005	5.5800	1.9129	Q4-2005	-0.2158	-0.2156	12.3000	12	67.6737	23.1900	RFMI
1.6555	28.8500	2.9824	328.5714	0.1400	-0.4900	4.9300	-0.5000	4.4160	0.2168	12.5500	-0.9600	29.7872	7.1429	5.1400	0.0000	44.6790	0.1400	2/2006	5.6200	1.8844	Q1-2006	0.3655	-0.2109	12.6900	13	64.5503	23.7100	RFMI
1.6666	30.7100	3.0511	162.7907	0.1800	-0.7400	5.8000	1.4300	3.8805	0.2550	14.2900	0.7300	28.9796	2.3256	6.2400	0.0000	48.1200	0.4100	5/2006	6.0000	1.9665	Q2-2006	-2.2026	1.2260	14.7000	14	61.5023	24.4700	RFMI
1.7819	30.4000	3.0732	470.0000	0.1300	-0.8900	5.8400	0.8100	4.1887	0.2269	14.4000	0.3400	27.5552	30.0000	5.6200	0.0000	49.8914	0.0800	8/2006	6.1900	2.0142	Q3-2006	-4.1968	2.3415	14.4800	15	66.4160	24.7700	RFMI
1.1220	51.4000	3.8730		6.9200	-9.0500	1.7500	-1.9700	2.1832	0.5044	16.1400	-2.2400	35.2532		17.2300	6.1100	44.9820	-0.3400	11/2006	5.1000	1.3168	Q4-2006	-2.0908	0.8489	15.8000	16	61.0413	34.1600	RFMI
1.2206	46.9700	3.4204		0.0800	-0.2800	2.3300	0.8000	2.0601	0.5392	16.3400	0.6900	21.2955		16.4500	5.9800	37.1072	-3.9900	2/2007	4.1600	1.2162	Q1-2007	27.9680	-12.5860	12.3500	17	113.6882	30.5100	RFMI
1.2151	46.1200	3.2092		0.2100	-0.2400	2.7200	0.4100	2.0086	0.5655	14.8300	0.2300	33.4825		16.6600	6.0600	48.1950	-1.4200	5/2007	5.2500	1.6359	Q2-2007	42.5676	-19.2464	13.4100	18	77.2829	29.4600	RFMI
1.1828	47.6600	3.0987		-0.7700	0.0400	2.4000	0.4100	1.5793	0.6682	16.0900	0.3500	35.2465		19.0900	5.1700	44.9014	-1.2800	8/2007	4.8700	1.5716	Q3-2007	53.0967	-24.6062	14.8100	19	71.8391	28.5700	RFMI
1.2380	45.8900	3.1486		-2.2000	-0.0300	1.1700	1.0100	2.3700	0.5804	16.1300	1.0600	37.0690	158.3333	16.8500	7.9200	53.9370	0.1100	11/2007	5.8500	1.8580	Q4-2007	48.4536	-22.6662	16.2400	20	63.1229	29.0300	RFMI
1.3083	44.9200	3.0922		0.4700	0.0600	1.2100	-0.5000	2.8134	0.5385	14.4100	-0.3900	40.0419		15.7200	8.2300	50.1264	-0.1000	2/2008	5.3100	1.7172	Q1-2008	15.3102	-9.2155	14.3100	21	64.3979	29.1900	RFMI
1.2774	45.6800	2.8849		0.7700	-0.1200	1.1700	-0.6800	2.5060	0.6274	14.4100	-0.7200	34.6420		17.6100	8.8100	21.4060	-1.4200	5/2008	2.2000	0.7626	Q2-2008	14.1654	-9.5832	12.9900	22	76.4444	28.0700	RFMI
2.1214	26.3600	0.8929		-0.7200	-0.1300	1.2500	0.9300	2.1416	2.0126	31.8600	0.7400	34.8142		17.6100	8.0900	9.8000	-19.4800	8/2008	1.0000	1.1200	Q3-2008	103.0587	-238.7429	12.3800	23	41.0673	8.7500	RFMI
2.3439	21.7800	0.8974		-1.5800	-0.0200	0.5900	0.9400	2.6690	1.4666	11.4200	0.9600	37.0273	850.0000	12.9500	6.8500	2.9520	-0.0500	11/2008	0.3000	0.3343	Q4-2008	104.3651	-238.3918	11.3700	24	66.9834	8.8300	RFMI
2.3452	18.4800	0.7581		-1.9700	-0.0100	0.8100	2.2100	1.1643	1.4772	8.0900	2.2100	34.0909		11.0200	0.0000	4.4280	-1.4900	2/2009	0.4500	0.5936	Q1-2009	110.7601	-300.8043	6.6000	25	91.1111	7.4600	RFMI
2.4042	15.3400	0.5628		-0.3000	-0.0100	0.3000	-0.2000	1.2859	1.7393	8.5100	-0.2000	35.8346		9.7400	0.0000	3.9800	-1.9800	5/2009	0.4000	0.7107	Q2-2009	106.0424	-410.7143	6.5300	26	75.2137	5.6000	RFMI
2.2138	14.4500	0.5774	28.5714	-1.0600	0.0400	0.5800	1.2900	1.3898	1.5000	7.4300	1.2700	37.6502	228.5714	8.6700	0.0000	7.1071	0.0600	8/2009	0.7100	1.2296	Q3-2009	8.3819	-59.8616	7.4900	27	62.0567	5.7800	RFMI
0.8710	147.7900	2.6145	57.1429	-0.8800	-27.7000	102.8000	1.2700	4.7597	0.3055	34.7500	0.9100	62.5648	0.0000	34.5800	0.0000	191.3860	-0.0500	6/2008	4.4200	1.6905	Q2-2008	-3.1018	2.3319	34.7000	0	67.5725	113.2100	SHOR
0.2426	324.3200	1.0608	115.8333	128.7800	-1.3900	292.8500	4.4000	4.3576	0.3529	27.4300	3.0100	61.4176	10.0000	84.5900	1.8200	1565.7461	1.2100	9/2003	6.9290	6.5316	Q3-2003	2.4470	-8.0093	28.6400	0	47.7544	239.7200	SONS
0.3573	371.9400	0.9735	70.1258	1.1300	13.8100	301.9200	3.3000	3.8603	0.5561	33.5200	1.0700	66.0553	3.7736	132.9200	0.0000	930.5208	3.0100	3/2004	3.7900	3.8931	Q1-2004	0.4113	3.3093	36.5300	1	49.9793	239.0200	SONS
0.4138	371.9400	0.9735	0.0000	0.0000	0.0000	301.9200	0.0000	3.8603	0.5561	37.4300	0.0000	56.9641	3.7736	132.9200	0.0000	1173.5856	4.9300	6/2004	4.7800	4.9100	Q2-2004	0.0112	6.7149	42.3600	2	49.9793	239.0200	SONS
0.4477	384.2300	1.0390	38.8359	1.5400	-31.0600	283.4500	-5.5800	4.0027	0.5004	36.4900	-9.6500	77.6091	1.0496	128.1500	0.0000	1387.6261	10.2700	9/2004	5.6300	5.4187	Q3-2004	-1.7296	9.8055	46.7600	3	47.5613	256.0800	SONS
0.4335	393.8200	1.0727	32.4519	2.5300	-10.8400	292.0700	13.3700	3.9452	0.4859	38.8200	10.6700	79.0151	1.4423	128.7800	0.0000	1415.7684	6.2600	12/2004	5.7300	5.3417	Q4-2004		9.2326	45.0800	4	52.9197	265.0400	SONS
0.4261	393.8600	1.0645		2.6700	-1.4000	303.8100	-0.0800	3.8826	0.4915	37.3000	-4.3800	63.9393		129.7800	0.0000	1051.8168	-3.6900	3/2005	4.2400	3.9831	Q1-2005	-2.2047	6.7293	33.6100	5	73.6156	264.0700	SONS
0.4273	429.5000	1.1061	30.5473	0.4500	-5.9500	303.9900	2.6600	3.2185	0.5646	48.3500	-0.4100	63.7459	1.1940	154.9900	0.0000	1183.8186	9.7400	6/2005	4.7700	4.3125	Q2-2005	-3.4151	8.2256	58.0900	6	48.5552	274.5100	SONS
0.4282	426.1100	1.1044		3.1900	-3.3700	317.5100	14.6800	3.4051	0.5507	48.3600	10.7800	48.5545		151.3200	0.0000	1440.6678	-2.7000	9/2005	5.7900	5.2428	Q3-2005	-1.2159	3.4972	45.6600	7	73.4326	274.7900	SONS
0.4263	456.5500	1.1234	50.4274	0.3800	29.1600	296.2300	-8.0400	2.9761	0.6296	52.2300	-10.9900	63.5808	2.2222	176.3900	0.0000	927.6936	5.0200	12/2005	3.7200	3.3113	Q4-2005	-1.0675	2.9876	57.2500	8	57.7747	280.1600	SONS
0.4982	443.5800	1.1782	35.5283	7.1200	-133.3500	289.6100	20.9500	3.1522	0.5039	54.2300	18.6300	61.2473	1.9908	148.6200	0.0000	1371.8632	5.7400	3/2006	5.4800	4.6510	Q1-2006	-2.2608	6.0347	59.9700	9	56.1122	294.9600	SONS
0.4831	470.5900	1.2367	30.5048	-3.4500	-0.9600	270.0900	-15.5700	3.0562	0.5069	55.5700	-18.4100	64.0354	0.8593	158.3100	0.0000	1249.9245	8.9100	6/2006	4.9500	4.0026	Q2-2006	4.9253	5.4342	64.4800	10	55.4372	312.2800	SONS
0.5615	459.0000	1.3596	17.4501	14.2100	1.7500	281.7700	16.2200	4.0767	0.3370	61.6400	13.5100	65.5440	0.0644	115.7000	0.0000	1325.6775	14.3700	9/2006	5.2500	3.8616	Q3-2006	2.7218	9.9155	76.0100	11	50.5219	343.3000	SONS
0.4740	589.6000	1.7129	42.3313	13.4200	-35.9400	300.6800	4.2100	3.5630	0.3631	5.2500	1.4500	64.8228	-0.1534	157.0700	0.0000	1664.0409	73.7500	12/2006	6.5900	3.8472	Q4-2006	-6.1208	23.7602	79.0000	12	63.3470	432.5300	SONS
0.4960	585.9100	1.7292		-0.2300	2.3300	321.1200	7.0100	3.9501	0.3418	75.1300	5.3300	63.9213		149.2500	0.0000	2037.7557	-3.9800	3/2007	8.0700	4.6668	Q1-2007	-4.8976	21.3100	71.1500	13	81.5963	436.6500	SONS
0.5045	597.9400	1.7588		-0.4700	15.5600	305.2100	-6.6800	3.8697	0.3463	82.4700	-12.1300	56.1134		153.8100	0.0000	2151.3852	-6.9800	6/2007	8.5200	4.8442	Q2-2007	-9.4469	17.3737	75.4900	14	83.6166	444.1200	SONS
0.4647	650.4000	1.7649		31.6100	-4.4400	326.1600	2.0300	2.9941	0.4174	103.3400	0.2100	59.2922		191.5400	0.0000	1585.9390	-26.7700	9/2007	6.1000	3.4563	Q3-2007	-4.4864	7.8501	76.5700	15	74.1630	458.8500	SONS
0.4615	694.0500	1.8392	9.6890	12.9900	-15.6000	326.0100	29.8800	3.0157	0.4061	83.0100	27.1700	59.2173	0.1788	200.4600	0.0000	1564.5388	14.0900	12/2007	5.8300	3.1698	Q4-2007	3.2531	-4.7895	97.1000	16	56.5391	493.5800	SONS
0.4962	651.3000	1.8695	167.3267	2.4300	68.4100	376.3200	-10.4700	4.2950	0.2888	73.4500	-12.1600	62.3075	1.9802	145.9300	0.0000	929.9008	0.5700	3/2008	3.4400	1.8400	Q1-2008	2.6070	-3.7774	74.0200	17	62.7277	505.3700	SONS
0.5168	649.3300	1.8817	37.3950	-0.0100	-32.7000	318.6600	-2.7400	4.1838	0.2727	87.7600	-5.4100	66.1054	0.4202	139.1200	0.0000	927.2988	0.1300	6/2008	3.4200	1.8175	Q2-2008	1.6220	-2.3481	87.8900	18	55.3184	510.2100	SONS
0.5028	638.8000	1.8267		0.3500	-41.2600	317.7300	10.2700	3.6050	0.2894	81.7600	7.6700	63.0106		143.3600	2.2400	781.0848	-19.5800	9/2008	2.8800	1.5766	Q3-2008	0.6279	-0.9668	62.1800	19	147.4477	495.4300	SONS
0.5856	535.5800	1.4923		-0.2700	24.0900	302.9800	-13.7900	4.6632	0.3178	189.4500	-16.5300	44.5276		129.1500	1.8600	430.3288	-99.9100	12/2008	1.5800	1.0588	Q4-2008	15.7982	-29.2277	89.5400	20	101.1537	406.4300	SONS
0.5365	523.1000	1.4386		0.3400	60.6800	336.7900	8.9100	4.8369	0.3319	57.2400	8.1400	56.5960		130.3500	1.4200	428.6100	-16.2300	3/2009	1.5700	1.0913	Q1-2009	18.0462	-34.5241	41.0100	21	123.1797	392.7400	SONS
0.4854	523.9300	1.4660	76.5579	-0.2300	18.2800	358.1000	3.4700	5.0502	0.3067	57.2300	0.8900	65.3952	-0.2967	122.9600	1.3900	440.3511	4.3800	6/2009	1.6100	1.0982	Q2-2009	17.9042	-32.7556	61.6100	22	55.8948	400.9700	SONS
0.7252	68.1200	8.0462	159.3407	5.0300	-1.9500	11.1400	-5.0500	2.1184	0.3045	15.4900	-6.5000	46.3415	15.3846	15.9000	0.0000	36.0844	0.9100	12/2003	5.5600	0.6910	Q4-2003	10.8558	-21.7158	16.4000	0	51.9737	52.2200	SCON
0.7948	59.4600	6.7699		-2.2400	-1.0500	3.9200	-3.9300	1.8691	0.2711	11.3500	-4.9800	30.5147		12.6800	0.0000	15.8930	-5.9100	3/2004	2.3000	0.3397	Q1-2004	7.8989	-19.0466	5.4400	1	277.7108	46.7800	SCON
0.6473	65.3600	6.2357		16.3300	-0.2700	11.8800	-8.1000	3.5461	0.1764	15.1900	-8.3700	20.2853		9.8000	0.0000	10.9593	-8.8800	6/2004	1.2300	0.1973	Q2-2004	12.7136	-26.5119	6.3100	2	338.2812	55.5600	SCON
0.5993	59.1500	5.4723		-0.1500	-0.3600	7.1300	-4.2300	3.1070	0.1734	12.4600	-4.5900	17.5342		8.7400	0.0000	10.0389	-5.1600	9/2004	1.0900	0.1992	Q3-2004	16.3139	-37.7778	7.3000	3	269.5312	50.4000	SCON
0.3689	62.3500	4.5720		11.1100	-0.1300	12.8000	-5.3200	2.3101	0.2660	15.2200	-5.4500	-117.2152		13.1000	0.0000	14.9703	-11.2700	12/2004	1.3900	0.3040	Q4-2004	26.9603	-63.4037	3.9500	4		49.2400	SCON
0.3944	55.5500	4.0585		-1.0900	-0.0300	7.4800	-4.1900	2.0027	0.2706	9.8900	-4.2200	-11.9540		11.8300	0.0000	7.3236	-5.5400	3/2005	0.6800	0.1675	Q1-2005	25.3389	-70.5788	4.3500	5		43.7100	SCON
0.5114	47.2200	3.8691		-0.6700	-0.0300	6.7400	-0.0400	3.0903	0.1332	10.6000	-0.0700	32.1637		5.5500	0.0000	7.0005	-2.0500	6/2005	0.6500	0.1680	Q2-2005	18.3858	-57.6434	8.5500	6	103.6364	41.6700	SCON
0.3770	55.0900	3.9696		11.4600	0.1600	14.8900	-3.4800	4.8269	0.1120	7.5400	-3.3200	10.4592		5.5500	0.0000	7.2384	-3.6200	9/2005	0.5800	0.1461	Q3-2005	16.5525	-45.3775	3.9200	7	590.2439	49.5400	SCON
0.4652	52.0400	3.7861		-0.0400	-0.1400	13.0100	-1.6900	5.2519	0.1012	10.4000	-1.8300	34.9120		4.7800	0.0000	5.3664	-3.0100	12/2005	0.4300	0.1136	Q4-2005	9.6654	-30.0952	7.3900	8	92.6357	47.2500	SCON
0.5091	48.5200	3.5264		0.0000	-0.1500	9.2900	-3.5600	4.7859	0.1007	8.0700	-3.7100	20.2479		4.4400	0.0000	5.0000	-3.2300	3/2006	0.4000	0.1134	Q1-2006	7.8073	-27.0191	4.8400	9	276.5306	44.0800	SCON
0.8241	25.6900	1.7228		-0.0100	-0.0200	7.0900	-2.1800	4.5083	0.1949	27.6800	-2.2000	27.0916		4.1900	0.0000	25.4592	-22.6600	6/2006	2.0400	1.1841	Q2-2006	21.0349	-151.2558	5.0200	10	196.3235	21.5000	SCON
0.9674	23.9400	1.5625		0.0000	-0.0400	5.4100	-1.6300	3.9141	0.2272	8.0000	-1.6700	28.5956		4.4300	0.0000	18.0960	-2.0900	9/2006	1.4500	0.9280	Q3-2006	19.5867	-158.9231	5.9100	11	143.7870	19.5000	SCON
0.9626	21.9000	1.4383		0.0000	-0.0100	5.4800	0.0900	4.0419	0.2201	6.9600	0.0800	21.0923		3.9500	0.0000	22.0896	-1.6500	12/2006	1.7700	1.2306	Q4-2006	18.3713	-165.0696	5.3100	12	113.3929	17.9500	SCON
1.1056	18.4700	1.2099		0.0000	-0.0200	3.1400	-2.3000	3.8375	0.2225	7.1200	-2.3200	6.6986		3.3600	0.0000	21.3408	-2.9400	3/2007	1.7100	1.4133	Q1-2007	17.8341	-194.3046	4.1800	13	678.5714	15.1000	SCON
0.9169	21.9000	1.4383		-0.0100	-0.1500	5.4800	-3.4400	4.0419	0.2201	6.6600	-3.5900	29.0598		3.9500	0.0000	18.5952	-1.9800	6/2007	1.4900	1.0359	Q2-2007	1.9934	-48.2451	4.6800	14	196.3235	17.9500	SCON
1.1717	15.6100	0.9046		0.0000	1.1000	2.4600	1.8000	2.3612	0.3818	6.1400	1.9100	34.4660		4.3100	0.0000	87.1104	-2.0200	9/2007	6.9800	7.7157	Q3-2007	4.5346	-76.0850	4.1200	15	138.7324	11.2900	SCON
1.0764	16.6200	0.7364	0.5411	4.0200	-1.0900	3.9300	-1.4500	1.4761	0.8085	7.1000	-1.5500	38.4929	0.0000	7.4300	0.0000	69.2640	-2.1900	12/2007	5.5500	7.5369	Q4-2007	4.7839	-99.3471	4.9100	16	83.5979	9.1900	SCON
0.7988	134.6600	4.1933	32.1016	0.6700	-17.8200	55.2900	-3.2000	3.0904	0.4172	30.7900	-4.5900	42.7326	3.9261	39.6400	7.6700	381.3247	3.6100	6/2000	16.8281	4.0131	Q2-2000	8.5035	5.3041	34.4000	0	47.6871	95.0200	SYMM
0.8234	150.5300	4.5768	7.9343	2.2600	2.1600	62.5100	-0.6900	3.1134	0.4262	30.5200	-1.2700	42.8333	2.1888	44.9800	7.5600	360.3125	5.4800	9/2000	15.6250	3.4140	Q3-2000	16.0266	9.1340	36.0000	1	46.6278	105.5400	SYMM
0.9140	152.2000	4.7499	8.8484	-1.2800	1.1000	55.0900	-1.0900	3.5293	0.3629	24.5700	-2.4500	44.4678	1.0410	40.5200	7.4400	229.2225	13.5700	12/2000	9.7500	2.0527	Q4-2000	54.9005	27.4111	38.1400	2	45.2241	111.6700	SYMM
0.9857	149.9700	4.8441	55.6303	0.6200	6.7400	55.9300	10.7600	3.9181	0.3185	34.5500	7.4500	43.4207	2.6891	36.2300	7.3200	284.6950	4.7400	3/2001	12.1250	2.5030	Q1-2001	40.5766	24.0900	39.2900	3	44.7831	113.7400	SYMM
0.9824	155.4000	5.0637	48.3974	-2.2400	-1.2500	60.6600	8.6200	4.1676	0.2937	33.7000	5.6000	46.4322	2.8846	35.2800	7.1800	347.2608	5.5400	6/2001	14.6400	2.8912	Q2-2001	37.5058	24.4193	39.2400	4	46.9265	120.1100	SYMM
0.9456	142.9600	4.7454		-6.9400	7.8700	55.1200	4.9600	4.0319	0.2980	19.6600	3.0700	36.0886		32.8200	7.0400	126.2624	-1.1500	9/2001	5.4400	1.1464	Q3-2001	16.4637	20.6101	18.5100	5	96.8563	110.1400	SYMM
0.8423	138.1600	4.8325		-2.2700	-0.3300	56.5400	2.5100	4.3427	0.2734	20.1600	2.9100	39.3171		29.6600	6.8900	170.8445	-0.8300	12/2001	7.6100	1.5747	Q4-2001	-3.6593	7.6505	19.3300	6	77.7632	108.4900	SYMM
0.7036	133.8700	4.8036		-0.4400	0.4200	53.6600	-1.1700	4.7577	0.2496	18.3900	-2.4800	40.3273		26.7400	6.7400	138.0370	-1.2800	3/2002	6.1900	1.2886	Q1-2002	-9.2465	2.1285	17.1100	7	89.1304	107.1200	SYMM
0.5574	130.3100	4.6844		-0.6900	1.9200	54.1600	1.6900	4.6109	0.2507	19.7200	0.9800	33.5218		26.1200	6.5700	81.1760	-2.0300	6/2002	3.6500	0.7792	Q2-2002	-14.7122	-5.0778	17.6900	8	105.2277	104.1800	SYMM
0.5681	127.4700	4.5638		-0.5100	-0.2900	47.7400	-5.0700	4.2223	0.2689	21.3800	-5.3100	35.0109		27.0100	6.3900	56.3456	-3.1000	9/2002	2.5600	0.5609	Q3-2002	-11.0236	-7.2076	18.2800	9	110.1562	100.4500	SYMM
0.3562	262.0000	4.9836		-0.6400	-2.6400	47.5900	3.0000	2.8917	0.2514	60.0900	2.8200	39.0656		52.6400	11.5200	177.2822	-19.8500	12/2002	4.2200	0.8468	Q4-2002	-33.3460	-12.5430	40.2400	10	80.5980	209.3600	SYMM
0.4580	247.4300	4.8402		-1.2000	-3.8000	35.8300	-9.9500	3.1526	0.2154	43.2000	-10.7800	37.8065		43.8500	10.2000	159.4074	-6.0900	3/2003	3.7900	0.7830	Q1-2003	-40.1214	-15.2618	37.1100	11	99.5723	203.5800	SYMM
0.5668	233.8900	4.3508		0.6600	-0.3600	36.4100	0.3500	2.5790	0.2750	57.2100	0.0300	42.1765		50.4500	10.0500	185.5040	-20.2700	6/2003	4.4000	1.0113	Q2-2003	-65.3938	-26.8822	36.9400	12	83.7612	183.4300	SYMM
0.6697	228.1100	4.3176		3.3700	-8.3600	32.3700	-6.5800	3.0429	0.2318	40.7700	-7.6100	35.8888		42.9200	10.1000	271.4937	-2.2900	9/2003	6.3300	1.4661	Q3-2003	-67.0769	-26.1907	38.4800	13	83.0558	185.1800	SYMM
0.6692	229.3600	4.1846		1.0700	-3.2600	28.9200	-3.5100	2.7634	0.2536	44.8000	-4.6000	40.9524		46.4000	10.0600	318.2816	-3.8500	12/2003	7.2800	1.7397	Q4-2003	-61.9592	-17.7644	40.9500	14	63.6255	182.9500	SYMM
0.6873	232.9700	4.2703	18.3761	4.0900	-0.4500	36.1600	3.7100	3.1527	0.2317	42.0000	3.2800	41.4171	5.9829	43.8300	9.1000	397.2813	1.7500	3/2004	8.9700	2.1006	Q1-2004	-53.1809	-13.0387	43.7500	15	59.2715	189.1300	SYMM
0.6981	247.5900	4.3779	59.8214	-0.2900	-0.8200	47.6000	13.0500	2.7267	0.2601	47.5200	11.7100	45.7620	6.2500	51.1000	8.8200	399.4320	2.1500	6/2004	8.9000	2.0329	Q2-2004	-8.5824	-1.1401	49.6700	16	56.9292	196.4800	SYMM
0.7490	248.7700	4.4998	8.8889	1.4700	-4.9400	55.2200	6.6700	3.1827	0.2269	47.4700	6.1500	46.7667	2.2222	46.0100	8.2800	426.2676	4.4900	9/2004	9.4600	2.1023	Q3-2004	19.0676	2.2391	51.9600	17	54.1975	202.7600	SYMM
0.7590	254.7300	4.6782	4.0248	4.0200	5.3400	66.0300	6.9600	3.7496	0.2017	43.2200	6.7000	47.6856	2.0124	42.7500	7.9300	439.9601	4.7400	12/2004	9.7100	2.0756	Q4-2004	65.7816	6.1943	47.9600	18	54.8754	211.9700	SYMM
0.7319	264.2600	4.7497		0.7000	-12.7700	73.8700	6.5700	3.7299	0.2069	40.9900	7.0500	47.3636	3.2432	45.3000	7.6300	511.2490	2.8200	3/2005	11.0900	2.3349	Q1-2005	65.4076	6.4852	43.8100	19	63.2289	218.9600	SYMM
0.4823	392.1700	4.9039	27.5701	115.5400	-65.1300	195.1400	6.9700	6.7786	0.7339	39.5400	5.7900	53.9529	10.0467	165.9900	126.9600	477.3420	5.8700	6/2005	10.3500	2.1105	Q2-2005	75.1048	7.9232	45.4100	20	55.4694	226.1700	SYMM
0.4636	391.3900	4.8718	110.5556	-3.2300	-21.1500	184.7200	2.7900	6.7203	0.7277	42.9000	0.8000	48.8593	68.3333	164.8500	126.5900	359.9100	1.3700	9/2005	7.7400	1.5887	Q3-2005	52.2046	6.5331	44.2700	21	66.8054	226.5400	SYMM
0.4635	391.3500	4.9845	54.2700	-1.9700	31.7400	187.2600	6.3800	7.0762	0.7120	45.2600	4.4100	45.3141	34.4353	162.7600	126.2500	388.4342	2.6500	12/2005	8.4700	1.6993	Q4-2005	38.4406	5.5602	47.9100	22	63.9337	228.5900	SYMM
0.4697	389.8500	4.8499		-1.7500	8.5700	187.7000	5.4600	6.4633	0.7463	50.7300	2.1900	39.4598		166.6100	125.9900	393.5565	-5.1900	3/2006	8.5500	1.7629	Q1-2006	13.1161	2.1054	45.5400	23	76.4051	223.2400	SYMM
0.4797	392.4100	4.8871	87.3518	-1.3700	-53.7100	188.8800	4.7000	6.3172	0.7475	48.5200	2.4900	41.1287	49.4071	167.8500	125.6200	324.8665	1.9800	6/2006	7.0700	1.4467	Q2-2006	1.9627	0.3607	50.5000	24	73.2788	224.5600	SYMM
0.4907	397.4700	4.9790	18.2609	-1.6800	3.9100	193.7300	7.5100	6.1861	0.7422	47.2800	6.4600	44.7142	21.2174	169.3300	125.3300	369.7674	3.8000	9/2006	8.0700	1.6208	Q3-2006	7.5087	1.4202	51.0800	25	58.4063	228.1400	SYMM
0.5033	400.8900	5.0730	24.0964	0.5900	-19.7600	188.6600	1.9800	6.7302	0.7119	51.0400	0.7800	42.6898	24.2972	166.7100	126.0400	411.7472	3.6100	12/2006	8.9200	1.7583	Q4-2006	9.1683	1.7936	54.6500	26	59.7085	234.1700	SYMM
0.5120	406.5800	5.0678	42.4149	-2.7300	-28.9300	177.3400	9.5200	5.8172	0.7268	50.1900	8.1500	47.4008	37.1517	171.1200	125.8700	385.6180	1.7500	3/2007	8.3000	1.6378	Q1-2007	25.2339	4.7314	51.9400	27	64.1755	235.4500	SYMM
0.5255	409.2700	5.0879		0.7800	-17.5000	176.1300	1.6900	5.5933	0.7329	56.1800	0.1900	41.6231		173.0900	125.5500	389.9280	1.2400	6/2007	8.4000	1.6510	Q2-2007	14.3192	4.4034	57.4200	28	73.0962	236.1800	SYMM
